user_posting_tweet,user_mentioned
CantiUnplugged,CantiUnplugge
hiddlenix,hiddleni
hyrulefields64,hyrulefields6
Alditoquerido1,rainbine94
Tokek_Tokek_,zelda_0830
gvtr0t,gvtr0
kranzman,kranzma
SirGull,SirGul
Tokek_Tokek_,zelda_0830
AlucardsQuest,nerdist
__eluvian,__eluvia
devbo95482,Zeldathons
devbo95482,ZeldaUniverse
Wiz_za1508,Ciely55133754
O5__kku,O5__kk
TheHedgememe,TheHedgemem
PandaRefait,Andyblarg
PandaRefait,TerminalMontage
DeMileyCyrus_,DeMileyCyrus
TheHyborg,sckbounty
prolezone,prolezon
pixeljadeart,pixeljadear
SoonConsumer,Mysterion97
EdgyTeen1408,Smasher390
arkisitooo,ShitpostRandom
wlw_yearning,wlw_yearnin
JubesNot,JubesNo
Ludiloco,Ludiloc
sporkyreeve,sporkyreev
monnydoesart,BiteDiamond
JD_Lovatt,JD_Lovat
unmangaderetard,unmangaderetar
TravisO55390715,JokarioArt
AdamPannel,AdamPanne
BlackMaskGR,BlackMaskG
Cascadena,raidonbungeling
timotations,Nintendeal
mf_ribcage,mf_ribcag
makoConstruct,cubeyrose
Kavin_DDO,YouTube
dotjretion,dotjretio
GrillzVonSizzle,Zeldathons
KrmDagger,KrmDagge
MatteoDracoLeon,MatteoDracoLeo
Fujin_II,_HavocSnake_
fppf_gf,fppf_g
yeIIowafternoon,yeIIowafternoo
chidaboomer,chidaboome
DarkTechMonitor,Dude48592534
jzpfplaying,jzpfplayin
_insomnia_void_,ParkerMaeASMR
StarvedPt,StarvedP
Wu1fTV,_CamGG
edgewalker81,edgewalker8
thereplicant85,thereplicant8
Fossilized_Nerd,Fossilized_Ner
MercurialMiss,MercurialMis
PeterstheQuill1,PeterstheQuill
taball1,taball
AplG7,Deebeegeek26
MatteoDracoLeon,MatteoDracoLeo
TaraKaos,TaraKao
jurkperson,jurkperso
Anim8Tron,Anim8Tro
Jimmy2Tired,IvythePriest
dolari,dolar
Megajon110,Megajon11
DQ_lan,DQ_la
dolari,robinmaypanpan
Atzeloth,Zeldathons
Wu1fTV,_CamGG
PhantomAquarius,PhantomAquariu
alphaclunk,alphaclun
nonspecificgen1,windyoshi
nonspecificgen1,nintendolife
chaoticpopcornn,chaoticpopcorn
Switchie147,Switchie14
PeterstheQuill1,PeterstheQuill
NoctisBoys,NintendoAmerica
StephieSparda,StephieSpard
Keanu_uwu,Keanu_uw
RR4mpage,YULVSTHEWORLD
RR4mpage,IGN
Aniram_Lynx,Aniram_Lyn
MarcialC,Marcial
andrewryan1984,andrewryan198
chibi_m,chibi_
cguanche,cguanch
RoccoRokco,RoccoRokc
disco_socialist,disco_socialis
deadlyk67791260,deadlyk6779126
MindOfFeesha,Poshmarkapp
ganondorf94,ganondorf9
rainily15,rainily1
AshHallock,Zeldathons
AshHallock,ZeldaUniverse
DislexicPotato,nerdist
Bambeatz,Nahytmare1
Bambeatz,rockyrowland88
Bambeatz,JudoChop80
Bambeatz,Dragonskulldl
Bambeatz,TrinityBruns
Bambeatz,TheeCosmicQueen
Bambeatz,xFatalHeartz
Bambeatz,godfree
Bambeatz,Nano551
LoWolf13,LoWolf1
paraspectre,bry10022
paraspectre,MahDryBread
laurr_michh,laurr_mich
BearPerma,2170cell
LeoNeedspie,LeoNeedspi
Yisasbc,streamer_basics
Yisasbc,StreamsEspanol
Yisasbc,NovatosTwitch
Yisasbc,rumbotwitch
JoeyMarkham,markhamdh
MrRavenclaw95,MrRavenclaw9
linkulinkufigrs,linkulinkufigr
wndringpilgrm,Zeldathons
wndringpilgrm,ZeldaUniverse
Hypnocrite,The_Katbot
Toon612Link,Toon612Lin
AustinFabejenko,AustinFabejenk
PeterstheQuill1,PeterstheQuill
neudman,neudma
Rick_Tejeda,Rick_Tejed
Eau2Pavel,60SecondesSCH
KoopusK,Koopus
Squiblon,Squiblo
notasbit,notasbi
alexjkane,alexjkan
Shadowlover007,Ylaylee
wwefan12234567,sonicjesus1
Stenzor798,Stenzor79
MrRavenclaw95,MrRavenclaw9
bry10022,paraspectre
bry10022,MahDryBread
Aeonk1ing,Real_DasGnomo
GirlyWolfPup,GirlyWolfPu
Iknownothig,smog_fog
KekyoinCherry,CursedShin
KekyoinCherry,kinkymation
dededearly0,dededearly
Ozz_Mejia,The_Katbot
mudron,mudro
dangerdougyt,dangerdougy
priscila_rubim,vsartorio
General_Music_,General_Music
Aron_Todd,HitCockBottom
Dewott13,Dewott1
GoodForxYuux,GoodForxYuu
Skyze09,_CamGG
LiminalityCarb,Zeldathons
David_Jagneaux,David_Jagneau
XionYetora,XionYetor
Raikiri_Scythe,Raikiri_Scyth
sckbounty,jonasonic456
sckbounty,Dravencore210
SkywardS_Ebooks,SkywardS_Ebook
journojoycest,journojoyces
HHyrule88,Zeldathons
HHyrule88,ZeldaUniverse
SomeCallMePlaya,SomeCallMePlay
SCUMflowerMan,SCUMflowerMa
Luma_GK,Luma_G
chosenjeremy,chosenjerem
DJGames84,WizzardOfTime
jujubeeee__,jujubeeee_
topgunleo,nani6400
OshMonnawesfv,OshMonnawesf
HyruleHomeslice,ChallisIOW
DominickAshtear,Zeldathons
Shadowlover007,Zeldathons
The_Katbot,The_Katbo
FalKoopa_,TriforceZard
neunzehnn_,neunzehnn
erncrossing,erncrossin
__fendetestas,__fendetesta
MaruPogger,RanchHandjob
miyumiyucosplay,leonhartcosplay
miyumiyucosplay,Darkshicreation
HxG09,HxG0
fulmetal_asian,ZachariusD
babyleafsaladd,babyleafsalad
oculopolis,nerdist
JesusG_Mata,Zeldathons
antrite064,Mario98625161
Luke_logans,Luke_logan
taterthot42069,scarletpwillow
taterthot42069,horse7freedom
taterthot42069,deadstill666
RhetoricGamer,RhetoricGame
Stidham_Gamer,Stidham_Game
BetterThanOoT,BetterThanOo
TomGyroid,TomGyroi
SNogg3,SNogg
KingTrashPossum,cubeyrose
EPluribusUnumYT,EPluribusUnumY
stardewmochi,stardewmoch
MintyYuu,MintyYu
Clippers89,Clippers8
chomperzz_,zelda_myers9
Fomar0153,Fomar015
KotatsuAkira,KotatsuAkir
NuancePneuma,TriforceZard
I2compoze,I2compoz
SkeletonGummies,SkeletonGummie
Smurfad00dle,TAHK0
Two1andLewis,Zeldathons
Two1andLewis,ZeldaUniverse
GCWithFries,GCWithFrie
cryowinds,cryowind
pagkahari,pagkahar
McMayhem083,McMayhem08
miiscara,VINSM0KES
miiscara,Bentaro_
starryhvntos,starryhvnto
essemkato,essemkat
rileychurch,nerdist
llNSIDE,Pms07567276
Mute14_,Mute14
BethHamptonArt,BethHamptonAr
stardewmochi,stardewmoch
ActuallyBanned,Dylsponge3
Deffshot,Zeldathons
clacey24,JellyfshFortuna
ChelseaPlayed,ChelseaPlaye
VJShordee444,VJShordee44
Zeldathon,characterselect
ItMeRobin,ItMeRobi
sleepytimeposs,sleepytimepos
AdorableAsheQT,AdorableAsheQ
AdorableAsheQT,AdorableAsheQ
LiLMoFunky,LiLMoFunk
Keymac140,Zeldathons
boomslambritt,boomslambrit
OtraVez1967,MommaTwexy
OtraVez1967,cat_magic3
OtraVez1967,Bonu19RC
OtraVez1967,SarahSiren16
OtraVez1967,UKLCH
OtraVez1967,AlliCamAllison
OtraVez1967,Antonel56196938
OtraVez1967,A_Darya79
OtraVez1967,DonnaVita4
OtraVez1967,rumplewrld
OtraVez1967,abibliophobica
OtraVez1967,NiaNiam2
OtraVez1967,tweetNorvena
OtraVez1967,sithlord_zelda
OtraVez1967,Oh_Marie1
OtraVez1967,Rumple12th
lavorric,lavorri
zachwoliner,Zeldathons
AidanToye04,AidanToye0
raetara1,raetara
jdhwolf,cinderlotus
slexpyheadd,slexpyhead
TessaRGxx,TessaRGx
DaddyZucker_xox,sgomxznasty
Raphox_WW,ROCCATFrance
sousalef,Zeldathons
vuzhmusic,vuzhmusi
deon_lt,Zeldathons
SomeGuyNamedVee,SomeGuyNamedVe
Daveyo520,junie_bunny
HGemsReviews,HGemsReview
wiill64,wiill6
MichaelPastz,MichaelPast
nearthirdimpact,nearthirdimpac
Blackopulous,Blackopulou
Ozz_Mejia,Ozz_Meji
GM_Jayce,_HavocSnake_
bayden_wolfe,Zeldathons
Tearastar,Tearasta
junostump,chas_mke
Vicas3,SereneDragon3
schizoidgurl,schizoidgur
ArkaKnigth,NoContxTweets
junostump,chas_mke
lepsgo_,lepsgo
Ashley84933505,rubyenraylls
dpeezick,dpeezic
wlwqinq,wlwqin
windafallACNH,windafallACN
dbk_wong,dbk_won
lazyknd,lazykn
DamnitBob1984,awildjessichu
mxpearl_,mxpearl
glennchachi,Zeldathons
glennchachi,ZeldaUniverse
newbornkilik,newbornkili
LinkOLumerClips,LinkOLumerClip
Akusushi,Akusush
TheBroedeShow,Zeldathons
R33tr00,R33tr0
papilamborghini,Wismichu
LiterallyNoodle,LiterallyNoodl
HyruleHomeslice,HyruleHomeslic
TheHawkAbridged,TheHawkAbridge
JCBLPs,JCBLP
Sayer_Sant,Megasan3
mrcoledude,MerchantofDucks
mrcoledude,Zeldathons
dan_hoyt,dan_hoy
Ryse____,Ryse___
Trianull,Zeldathons
SRasmussen17,Zeldathons
ProdigyParadox,ProdigyParado
chas_mke,chas_mk
piIlowforts,piIlowfort
zervx17,zervx1
joelturnerolco1,MariohazardX
joelturnerolco1,Zeldathons
hunitstackz,hunitstack
cfmfukasebot,tpose_len_sim
NazotaRN,GotitaSenpai
faithdrawsmoore,faithdrawsmoor
Megasan3,Megasan
keekeeome,keekeeom
golvio,sevverren
SmashTeamGames,SmashTeamGame
Duo_Beard,ChiaroBen
LadyJazzington,LadyJazzingto
Bouunyy,Bouuny
8no3ka,8no3k
nachocheezit,nerdist
AlbertssonGeo,wtfmig
Zeldathon,zachwoliner
Alex_Drake79,Alex_Drake7
luca_starks,luca_stark
MozzyFluorum,MozzyFluoru
pombinharoxa,pombinharox
Real_Atomsk,Real_Atoms
Hinyane0806,Hinyane080
red_foxx15,red_foxx1
MooMooStrats,TaiHyuga
MooMooStrats,_HavocSnake_
Romojr50,Romojr5
davidizati0n,davidizati0
NotEasyAnswers,Twitch
sunellix,sunelli
paramitapapili0,paramitapapili
john_waaade,john_waaad
john_waaade,john_waaad
AlexQRyan,AlexQRya
fr4n_arts,RowleyDoe
fr4n_arts,akaGustavo1
PixelKamui,PixelKamu
ElMundoDeTryko,ElMundoDeTryk
wtfmig,wtfmi
kristalitten,kristalitte
equxls,equxl
LightstyleTV,WizzardOfTime
OnekoTyago,OnekoTyag
wyhz72,wyhz7
SACRAsCAVE,SACRAsCAV
ProdigyParadox,ProdigyParado
esdrasbeleza,walmyrcarvalho
characterselect,Zeldathons
minister_gold,minister_gol
MrAndreNelson,Zeldathons
punkpublican,HitCockBottom
salmaa_ed,salmaa_e
sandman420,sandman42
hoochiepapa99,hoochiepapa9
paramitapapili0,paramitapapili
Acantha656,rob_ishi
paramitapapili0,paramitapapili
SakiSomething,thegreatestpyt
SakiSomething,championxegg
supergames2x,supergames2
RetroVicius,ObiJoann
Allclassguy,Zeldathons
BokuwaCarlos,JaysharaScott
adlan5656,UncleYuu
adlan5656,Norman_Maggot
Scaviii_,equxls
paramitapapili0,paramitapapili
TheMegaOddly,Lover79Nerd
TheMegaOddly,Tony_the_pimp
TheMegaOddly,its_menieb
TheMegaOddly,PlayStation
SleepyEyeJaymes,SleepyEyeJayme
Fehnnis,Fehnni
ThPersian,ThPersia
syrnak,InfernalTee
sayolumine_love,zelda__bot
golvio,golvi
equxls,equxl
xaiirofreaza,xaiirofreaz
lykarelym,Daveyo520
uttmarvelous,uttmarvelou
BlaineThePainTV,BlaineThePainT
robinmaypanpan,robinmaypanpa
trendysoccermom,trendysoccermo
RyothTV_,Zelda_king13
GurdenSmith,Zeldathons
VeremundoGarcia,girlfromcanada
THe_BiG_NeiL,pencil_at
thumbsupfinance,Zeldathons
DEC1MUS,JennyENicholson
y2kjohn9,Zeldathons
y2kjohn9,ZeldaDungeon
junie_bunny,Daveyo520
nathvods,JellyfshFortuna
peupenacho,peupenach
trendysoccermom,trendysoccermo
kyute_krissy,kyute_kriss
Kaskarin_32,Kaskarin_3
Dittoloco1,NeverSayYesPog
HomemakerSudie,HomemakerSudi
KAIZOandLUCIE,Zeldathons
Its_Dunc,CocoMuir_
InfernalTee,InfernalTe
ColdBac,ColdBa
LetItMelo,LetItMel
pakk_u,pakk_
paramitapapili0,paramitapapili
DestraKujo,NeverSayYesPog
DestraKujo,xMANGEMORTSQUAD
Daveyo520,Daveyo52
Ciserio,Ciseri
TinaBlackMage,TinaBlackMag
SonicAmy4ever10,SonicAmy4ever1
GotoGothelf,GotoGothel
TheInfiniteMuse,PatrickHimself9
bookofkoridai,bookofkorida
cubeyrose,cubeyros
RogueArtemis,girlfromcanada
NightwingRg25,NightwingRg2
paramitapapili0,paramitapapili
JuiceMan_V,nintendolife
cgphill12,Zeldathons
_Shergiock_,_Shergiock
ImoveCar,mncpixiscrmgrl
emkayess,emkayes
_carlosfilho,_carlosfilh
Meracath,SimpleFlips
cinderlotus,cinderlotu
LurkerCaro,LurkerCar
AshBlossomx,AshBlossom
dailyrpgchara,CageJRPGFanatic
zockertrottel,spiegelbro
zockertrottel,JustVNTY
zockertrottel,brustmacher
zockertrottel,Mynex_
zockertrottel,benni995
zockertrottel,timuchiiin
zockertrottel,Mupf05YT
zockertrottel,YungGlurak
zockertrottel,Zelda_king13
zockertrottel,ganzseanfresh
zockertrottel,morispielt
zockertrottel,KurzVorAbgrund
zockertrottel,YungKermit1
zockertrottel,der__oasch
zockertrottel,drecksuser
zockertrottel,GucciPepe
jbradymusic,jbradymusi
IvythePriest,IvythePries
BleachedInk,BleachedIn
SirWillisIV,SirWillisI
zestvk,zestv
girlfromcanada,girlfromcanad
ArthurBlackpud1,Zeldathons
AzmanaPacheco,Zeldathons
Anormal21275770,Anormal2127577
eliasrbt,NeverSayYesPog
eliasrbt,xMANGEMORTSQUAD
Fresh64_,Fresh64
Hylainprincess,Zeldathons
Hylainprincess,ZeldaDungeon
timemeido,_LovelyZelda
skpmd,ZachariusD
CasualVader,Zeldathons
CasualVader,ZeldaUniverse
sorryiwinnn,NysyxTwitch
LadyofPineapple,LadyofPineappl
bunniecooper,YouTube
blacklilligant,blacklilligan
HeroShade_09,SimpleFlips
lspicerart,lspicerar
pastamous,pastamou
tsutomes,tsutome
purrblind,purrblin
plushkinz,plushkin
SunWukongTWF,SunWukongTW
GodOfCoffeeYT,YouTube
crockett_z,crockett_
SwiftShotTV,PlatnumHam
SwiftShotTV,spooneebard
Martenot92,cafe_fandango
azlef123,azlef12
SirisDerp,SirisDer
JannitutsG,Zelda_king13
umberrrrr,TheRadiantCoco
Its_Philch,Its_Philc
JSlackyy,Zeldathons
luthorkarazorel,luthorkarazore
adobetrashh,adobetrash
gooded_cheese,gooded_chees
asthatofatiger,asthatofatige
timemeido,_LovelyZelda
PlatnumHam,SwiftShotTV
PlatnumHam,spooneebard
baut__i,baut__
KazanNeko,KazanNek
froggieboobie,ivyslights
MashuXIII,Zeldathons
Marko00808740,Marko0080874
uncannythor51,Zeldathons
uncannythor51,ZeldaUniverse
LittleLinkGamer,pigdude
LittleLinkGamer,BigJoeySlaps
JWarrian,Zeldathons
mamandiary,mamandiar
Nicoohus,Nicoohu
lucasGo_art46,lucasGo_art4
MesdenTV,ThiccerWaifus
ABS8185YT,ABS8185Y
Shonenboy_,Shonenboy
SStaatz,WakahisaSensei
_LovelyZelda,_LovelyZeld
thaoslikespie,ParkerMaeASMR
TheRichWoods,TheRichWood
voidcrittermon,voidcrittermo
jaymarvel,jaymarve
Mar_Animation,Mar_Animatio
Joseags91,FrankieJesstein
RichOfTheBurns,RichOfTheBurn
sisyphussage,sisyphussag
Dylsponge3,Dylsponge
SnowyMGS,SnowyMG
yingleberry,yingleberr
JossJ0,JossJ
legendofthicc,legendofthic
inFamousAdam_10,inFamousAdam_1
dailyrpgchara,dailyrpgchar
luizoliveirame,Velberan
WingDings369,nerdist
metalblade616,Zeldathons
ToxicEther,ToxicEthe
_Sharingay_,_Sharingay
Moxbu,Shonenboy_
hermelamelo,hermelamel
andrezzabplays,andrezzabplay
hexadecalice,zelda_player_10
DiaDiaDocks,RanchHandjob
qlf_dilann,NeverSayYesPog
spooneebard,spooneebar
crystals_sugar,crystals_suga
gunnm_alita,gunnm_alit
F_The_System420,F_The_System42
flipitbleu,Zeldathons
Icewoolf365,Icewoolf36
TapiaEsteban9,NysyxTwitch
_waraia,Zelda_Fortune
FionnTheBrave,FionnTheBrav
gameandglam,gameandgla
Oreboat1,Oreboat
hermelamelo,hermelamel
bobbysoto,bobbysot
ErlexSaiyan,ErlexSaiya
TempestDriver,TempestDrive
oliv_o1l,oliv_o1
NatePhallacy,NatePhallac
illuKez,illuKe
GoblinComrade,Hbomberguy
GoblinComrade,egoraptor
Scarmez_TTV,Scarmez_TT
smog_fog,smog_fo
beondhuman,Zeldathons
Drabbyy,Drabby
dudski,dudsk
GogusGangus,Zeldathons
Swotu5844,Zeldathons
Swotu5844,ZeldaUniverse
reso_mastering,madbaldscotsman
ClaesAzure,ClaesAzur
montelll13,Zeldathons
montelll13,ZeldaUniverse
Mountfo_Liam,Mountfo_Lia
THDesignCo,THDesignC
DCLjasonx,DCLjason
FrostyShutIn,FrostyShutI
martinmattl,martinmatt
DrBeniboi,DrBenibo
baut__i,baut__
bdt008,heyitssyd28
cell_0801,cell_080
ClarenceSassy,therealFrankieV
SuperNerdDaniel,SuperNerdDanie
wlassalle,wlassall
BitchImFatJesus,BitchImFatJesu
miphacutiefish,miphacutiefis
illuKez,illuKe
killxaviii,killxavii
ruru_art96,ruru_art9
87StarsBen,87StarsBe
Sefsef_BJ,Sefsef_B
EricSFong,ThiccerWaifus
Elva_877,Elva_87
Praesidium0328,Praesidium032
otakusaucel0rd,otakusaucel0r
Cat222Duck,Cat222Duc
RipRodr,Zeldathons
RipRodr,ZeldaUniverse
WadeDMcGinnis,WadeDMcGinni
sennachereb,sennachere
HotTPSG,Zeldathons
HotTPSG,ZeldaUniverse
Aplica_Marcao,Aplica_Marca
BTSBrasilTV,bratspeedruns
ImShepTV,Zeldathons
dawnandstars,dawnandstar
kalimonstar,kalimonsta
CreativeBloq,CreativeBlo
FinennL,6ter
thenewyorktims,AlfioZacco
beanzie123,beanzie12
NaZyrus07,NaZyrus0
Kleines_Tal,Kleines_Ta
Its_JustLynn,Its_JustLyn
JossJ0,JossJ
RetroGameSearch,RetroGameSearc
titania_tifa,titania_tif
BiteDiamond,BiteDiamon
thatBarbarella,Ganondoodles
neemaldonado,neemaldonad
heyitssyd28,heyitssyd2
Raptado7,esedane
RuBee71791386,Zeldathons
SahZa_,SahZa
markyg83,Zeldathons
markyg83,ZeldaDungeon
HyruIe_Warrior,HyruIe_Warrio
kirmatoes,yoitsburst
theHSK2,AmazingDJDustin
cubewatermelon,cubewatermelo
Maveric408,Maveric40
KeatonPrime,KeatonPrim
SaltwaterShard,SaltwaterShar
IFTecnologico,IFTecnologic
lypric,lypri
StevenBeaumont7,StevenBeaumont
canderson1989,Zeldathons
ghostblade1999,ghostblade199
npcmx,npcm
TheRageDad,Zeldathons
TheRageDad,ZeldaUniverse
MissKedabory,YetChannel
MissKedabory,Saberspark
87StarsBen,ThiccerWaifus
staplerdude,staplerdud
KuroStars,Ulcrim_
JeremiahABrewer,HCGSHOW
ccagraveheart,ccagravehear
sayolumine_love,zelda__bot
drummarico,drummaric
87StarsBen,BigJoeySlaps
Feelup74,Zeldathons
Feelup74,ZeldaUniverse
JJArnone,Zeldathons
JossJ0,JossJ
BeOpTeeMystic,SmallStreamersR
BeOpTeeMystic,BlazedRTs
EruditoZz,EruditoZ
Dellraiser,nerdist
Bobo29951980,some_zelda_nerd
whooshboomtree,whooshboomtre
Willdogma,Willdogm
DontvisitFargo,ThiccerWaifus
BAGETSU_,Zeldathons
BAGETSU_,ZeldaUniverse
illuKez,illuKe
JustVNTY,spiegelbro
JustVNTY,brustmacher
JustVNTY,Mynex_
JustVNTY,benni995
JustVNTY,timuchiiin
JustVNTY,Mupf05YT
JustVNTY,YungGlurak
JustVNTY,Zelda_king13
JustVNTY,ganzseanfresh
JustVNTY,morispielt
JustVNTY,KurzVorAbgrund
JustVNTY,YungKermit1
JustVNTY,der__oasch
JustVNTY,drecksuser
JustVNTY,zockertrottel
JustVNTY,GucciPepe
May_greed_2010,May_greed_201
matthew70798,matthew7079
ryankneessi,ryankneess
blue_troller,blue_trolle
skavenger216,Absnerdity
skavenger216,FinalFantasy
zachwoliner,Zeldathons
inclusivebraydn,inclusivebrayd
jonasonic456,sckbounty
jonasonic456,Dravencore210
lavorric,lavorri
Aspirtration,Aspirtratio
Tostaditita,Tostaditit
pootr1ck,Lapowski
BlueFire94,BlueFire9
thegam3rkit,thegam3rki
Kiphagames,Kiphagame
rafael_okana,MakoModding
MadDogsNovelty,MadDogsNovelt
aubarista,aubarist
cornbreadbois,cornbreadboi
catsandghostss,catsandghosts
iliadmaeve,iliadmaev
OtraVez1967,NiaNiam2
OtraVez1967,MommaTwexy
OtraVez1967,cat_magic3
OtraVez1967,Bonu19RC
OtraVez1967,SarahSiren16
OtraVez1967,UKLCH
OtraVez1967,AlliCamAllison
OtraVez1967,Antonel56196938
OtraVez1967,A_Darya79
OtraVez1967,DonnaVita4
OtraVez1967,rumplewrld
OtraVez1967,abibliophobica
OtraVez1967,tweetNorvena
OtraVez1967,sithlord_zelda
OtraVez1967,Oh_Marie1
OtraVez1967,Rumple12th
RandySieracki,RandySierack
linkfan1989,linkfan198
sapphiresea90,Zeldathons
aaaaarran,FraanBMJ
Rhojinquest,Rhojinques
Sami_Melody,Sami_Melod
akumazxi,akumazx
soupcatsimp,soupcatsim
SSGSS_Theo,DarkAspie
SSGSS_Theo,Zeldathons
DNAP13_,DNAP13
DarthGuyford,DarthGuyfor
ThaDangerousOne,ThaDangerousOn
KitosTV,KitosT
JaimeVeol,JaimeVeo
OtraVez1967,MommaTwexy
OtraVez1967,cat_magic3
OtraVez1967,Bonu19RC
OtraVez1967,SarahSiren16
OtraVez1967,UKLCH
OtraVez1967,AlliCamAllison
OtraVez1967,Antonel56196938
OtraVez1967,A_Darya79
OtraVez1967,DonnaVita4
OtraVez1967,rumplewrld
OtraVez1967,abibliophobica
OtraVez1967,NiaNiam2
OtraVez1967,tweetNorvena
OtraVez1967,sithlord_zelda
OtraVez1967,Oh_Marie1
OtraVez1967,Rumple12th
BastilleMum,BastilleMu
Porkotron,FraanBMJ
sim0nysl,Zelda_king13
sim0nysl,spiegelbro
sim0nysl,JustVNTY
sim0nysl,YungGlurak
sim0nysl,drecksuser
sim0nysl,Mupf05YT
sim0nysl,DonBauero
sim0nysl,YungKermit1
sim0nysl,KurzVorAbgrund
sim0nysl,Mynex_
sim0nysl,yflexn0
madbaldscotsman,madbaldscotsma
Iguessimdem0ns,Zeldathons
NoResetSpeedrun,NoResetSpeedru
nappymaskshop,nappymasksho
Colonel_Majora,Zeldathons
LimlisSays,Zeldathons
LunarOhmus012,_arothlisberger
OtraVez1967,MommaTwexy
OtraVez1967,cat_magic3
OtraVez1967,Bonu19RC
OtraVez1967,SarahSiren16
OtraVez1967,UKLCH
OtraVez1967,AlliCamAllison
OtraVez1967,Antonel56196938
OtraVez1967,A_Darya79
OtraVez1967,DonnaVita4
OtraVez1967,rumplewrld
OtraVez1967,abibliophobica
OtraVez1967,NiaNiam2
OtraVez1967,tweetNorvena
OtraVez1967,sithlord_zelda
OtraVez1967,Oh_Marie1
OtraVez1967,Rumple12th
mattbattmatt,mattbattmat
BlandrewYT,ShadowFoxArche
MALVICIOUSS,MALVICIOUS
annacarbo12,annacarbo1
itsJoshualive,itsJoshualiv
SetthLee,carlovcarlo
Briian1425,Zeldathons
Briian1425,ZeldaUniverse
TheReal_RevDog,nerdist
linkulinkufigrs,linkulinkufigr
paisleypuddles,paisleypuddle
JerryDavies1408,Zeldathons
BrianMcInnis87,BrianMcInnis8
DividuatedFlux,DividuatedFlu
TheTruBilliam43,Zeldathons
TheTruBilliam43,ZeldaUniverse
Furustis,FraanBMJ
Eaglesadvocate,Eaglesadvocat
lethlos,trforceprincess
WinterLayea,WinterLaye
musicomp83,musicomp8
Paveltorresart,Paveltorresar
shmoooshyy,shmoooshy
MarkAntonie12,MarkAntonie1
TLGDoesThings,TLGDoesThing
thatfunkywizard,thatfunkywizar
FraanBMJ,FraanBM
andrewwithluv,isacaff_
bugchel,TAHK0
Harukaloli,jelielsfreckle
Harukaloli,ShisuRandom
Harukaloli,babbe0
Harukaloli,eve_chuu
Harukaloli,Paddypuuh
MefostFernandez,MefostFernande
missbecky_k,missbecky_
old_orange_peel,old_orange_pee
willkee,jennEHbeee
DanielFlaman,HMKilla
Sami_Melody,Sami_Melod
BoneJanky,BoneJank
NickRedMachine,NickRedMachin
Lunaria961,Lunaria96
Fearlessdevilsa,Fearlessdevils
LannieStabile,LannieStabil
HyrulePod,jj_mason
slaybruhamlinkn,slaybruhamlink
ianpcartoonr,ianpcartoon
agentjrb,Zeldathons
keylimefly,GobblerGaming
keylimefly,Baljeets_minion
keylimefly,NintendoAmerica
keylimefly,USJ_Official
Tokek_Tokek_,zelda_0830
junostump,junostum
KAOSN00B,KAOSN00
Lexingtonbanner,rickybo83673897
Lexingtonbanner,Dude48592534
JarlMaxi,JarlMax
KillianPadraig3,9000Riot
wahmphi,wahmph
iSuzumana,chocomiru02
iSuzumana,_daisy__
RetroSho,cr0bar
fractal_grid,Zeldathons
LucasKuperman,MissMuntze
OkuuFallout,Zeldathons
TSS_Pure,TSS_Pur
BarritaDePinia,BarritaDePini
petebasgen,neonbabel
petebasgen,case_face
petebasgen,NintendoAmerica
ItsRogueRen,ItsRogueRe
Lylisan1,Lylisan
randomlegend78,_Grillade
randomlegend78,TheSladeM
randomlegend78,MhaActuFR
_Doormouse_,_Doormouse
gruletheempty,gruletheempt
FlareDarkStorm,FlareDarkStor
SandyBeachJack,SandyBeachJac
Lum_i28,JVCom
morispielt,spiegelbro
morispielt,JustVNTY
morispielt,brustmacher
morispielt,Mynex_
morispielt,benni995
morispielt,timuchiiin
morispielt,Mupf05YT
morispielt,YungGlurak
morispielt,Zelda_king13
morispielt,ganzseanfresh
morispielt,KurzVorAbgrund
morispielt,YungKermit1
morispielt,der__oasch
morispielt,drecksuser
morispielt,zockertrottel
morispielt,GucciPepe
Angel9591a,Angel9591
shengli_vitu,born_unicorn
Himbocialist,Himbocialis
Alycias15,Dicerolltv
I_am_Turok,DullVivid
lockebln3,Zelda_king13
lockebln3,KurzVorAbgrund
Pocvou,Zeldathons
Pocvou,ZeldaUniverse
del_poser,P2Pcreators
del_poser,NovatosTwitch
del_poser,Abejita_love
del_poser,twitchpr0mo
del_poser,Promo_Twitch_RT
del_poser,holastreamer
del_poser,StreamersApoyo
del_poser,SpamStreamer
JVera_95,JVera_9
Prof_NoFace,Prof_NoFac
baexsluv,baexslu
elonmuskssohn,spiegelbro
elonmuskssohn,JustVNTY
elonmuskssohn,YungGlurak
elonmuskssohn,drecksuser
elonmuskssohn,Mupf05YT
elonmuskssohn,DonBauero
